URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,9.0,15.0,-0.24999998958333375,0.11822660040282464,16.75,0.3645320197044335,6.845812807881774,16.75,74.0,203.0,2.2216748768472905,1.0,5.602985074626866
321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,46.0,67.0,-0.18584070631999375,0.10690633859327686,18.49,0.2563859981078524,7.49855439924314,18.49,271.0,1057.0,1.903500473036897,0.0,5.327203893996755
2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,7.0,15.0,-0.36363634710743875,0.15068493047476075,19.6,0.2876712328767123,7.955068493150685,19.6,42.0,146.0,1.9589041095890412,3.0,5.153061224489796
4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,4.0,3.0,0.1428571224489825,0.0769230760777684,20.666666666666668,0.17582417582417584,8.336996336996338,20.666666666666668,16.0,91.0,1.6923076923076923,2.0,4.763440860215054
432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,39.0,12.0,0.5294117543252598,0.08186195813505304,21.2,0.33226324237560195,8.612905296950242,21.2,207.0,623.0,2.1219903691813804,1.0,5.717924528301887
2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,32.0,6.0,0.6842105083102499,0.18181818094823837,27.764705882352942,0.3397129186602871,11.241767520405292,27.764705882352942,71.0,209.0,2.0047846889952154,8.0,4.786016949152542
3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,23.0,66.0,-0.4831460619871229,0.08615682469878332,31.92156862745098,0.24588576960309777,12.866981758821632,31.92156862745098,254.0,1033.0,1.9080348499515973,2.0,5.496314496314496
3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,71.0,39.0,0.2909090882644628,0.16369047594688918,20.185714285714287,0.26339285714285715,8.179642857142857,20.185714285714287,177.0,672.0,1.9523809523809523,6.0,4.995753715498938
4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,29.0,55.0,-0.3095238058390023,0.16901408416697367,28.060606060606062,0.30784708249496984,11.347381257240414,28.060606060606062,153.0,497.0,2.0382293762575454,1.0,5.32829373650108
4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,14.0,35.0,-0.4285714198250731,0.09404990385019213,19.846153846153847,0.30710172744721687,8.061302229440427,19.846153846153847,160.0,521.0,2.103646833013436,0.0,5.398255813953488
5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,9.0,3.0,0.4999999583333368,0.12903225667707252,18.8,0.22580645161290322,7.610322580645162,18.8,21.0,93.0,1.946236559139785,1.0,4.920212765957447
5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,26.0,29.0,-0.05454545355371903,0.0910596024982457,14.635135135135135,0.3129139072847682,5.979219616967962,14.635135135135135,189.0,604.0,2.066225165562914,3.0,5.412742382271468
6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,7.0,0.0,0.9999998571428775,0.028806584243594304,21.04,0.25925925925925924,8.519703703703703,21.04,63.0,243.0,1.9465020576131686,1.0,5.108365019011407
6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,0.0,0.0,0.0,0.0,6.0,0.25,2.5,6.0,1.0,4.0,1.75,0.0,5.166666666666667
7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,28.0,44.0,-0.2222222191358025,0.12413793082045184,18.661016949152543,0.2482758620689655,7.563717124488604,18.661016949152543,144.0,580.0,1.8758620689655172,13.0,4.926430517711172
7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,85.0,39.0,0.3709677389438086,0.16358839028550345,226.125,0.2862796833773087,90.56451187335092,226.125,217.0,758.0,2.032981530343008,14.0,4.817578772802653
7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,114.0,26.0,0.6285714240816327,0.15151515135117408,19.611764705882354,0.26406926406926406,7.950333587980648,19.611764705882354,244.0,924.0,2.034632034632035,2.0,5.701859628074385
8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,1.0,6.0,-0.7142856122449125,0.09333333208888892,19.5,0.26666666666666666,7.906666666666666,19.5,20.0,75.0,1.84,4.0,4.782051282051282
8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,17.0,44.0,-0.4426229435635583,0.12007873992110485,19.510204081632654,0.2874015748031496,7.9190422625743215,19.510204081632654,146.0,508.0,2.0236220472440944,3.0,5.173640167364017
9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,24.0,20.0,0.09090908884297526,0.05929919129474503,19.984126984126984,0.2574123989218329,8.096615753219528,19.984126984126984,191.0,742.0,1.9663072776280324,4.0,5.9126290706910245
9820.8,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,22.0,36.0,-0.24137930618311543,0.12446351904621562,27.025,0.2811158798283262,10.922446351931331,27.025,131.0,466.0,1.9377682403433476,5.0,4.816836262719704
10282.6,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,38.0,51.0,-0.14606741408913018,0.1005649716377797,20.738095238095237,0.2542372881355932,8.396933010492331,20.738095238095237,225.0,885.0,1.9785310734463277,5.0,5.083237657864523
10744.4,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,27.0,0.0,0.9999999629629643,0.09712230180891258,22.90909090909091,0.32014388489208634,9.291693917593198,22.90909090909091,89.0,278.0,2.2158273381294964,0.0,5.640873015873016
11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,24.0,35.0,-0.18644067480609028,0.14496314460697016,14.672727272727272,0.22604422604422605,5.9595085995086,14.672727272727272,92.0,407.0,1.7641277641277642,16.0,4.895910780669145
11668.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,66.0,26.0,0.4347826039697543,0.12707182302890632,21.776315789473685,0.28591160220994477,8.824890956673453,21.776315789473685,207.0,724.0,2.1229281767955803,16.0,4.901510574018127
12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,74.0,34.0,0.3703703669410151,0.10188679235671057,23.155844155844157,0.3339622641509434,9.39592256799804,23.155844155844157,354.0,1060.0,2.2056603773584906,0.0,5.799775659001683
12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,34.0,79.0,-0.3982300849714152,0.11697722555178341,25.08695652173913,0.2712215320910973,10.14327122153209,25.08695652173913,262.0,966.0,1.9440993788819876,11.0,5.334488734835356
13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,21.0,9.0,0.3999999866666671,0.06833712968488126,22.97142857142857,0.20956719817767655,9.272398307842499,22.97142857142857,92.0,439.0,1.8405466970387243,4.0,4.992537313432836
13515.2,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,34.0,61.0,-0.28421052332409974,0.14242878539366,25.09375,0.2158920539730135,10.123856821589207,25.09375,144.0,667.0,1.7646176911544227,35.0,4.526151930261519
13977.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,36.0,30.0,0.09090908953168046,0.08538162990248171,21.17391304347826,0.22121604139715395,8.558051633950166,21.17391304347826,171.0,773.0,1.813712807244502,15.0,4.984941820670773
14438.8,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,37.0,13.0,0.47999999040000024,0.13227513192519808,19.666666666666668,0.21164021164021163,7.951322751322753,19.666666666666668,80.0,378.0,1.7962962962962963,0.0,4.944915254237288
14900.6,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,21.0,9.0,0.3999999866666671,0.08450704201547313,19.764705882352942,0.22535211267605634,7.996023198011599,19.764705882352942,80.0,355.0,1.8704225352112676,5.0,4.994047619047619
